	Cell 1	Cell 2	Cell 3	Cell 4	Cell 5	Cell 6	Cell 7	Cell 8	Cell 9	Cell 10	Cell 11	Cell 12	Cell 13	Cell 14	Cell 15	Cell 16	Cell 17	Cell 18	Cell 19	Cell 20	Cell 21	Cell 22	Cell 23	Cell 24	Cell 25	Cell 26	Cell 27	Cell 28	Cell 29	Cell 30	Cell 31	Cell 32	Cell 33	Cell 34	Cell 35	Cell 36	Cell 37	Cell 38	Cell 39	Cell 40	Cell 41	Cell 42	Cell 43	Cell 44	Cell 45	Cell 46	Cell 47	Cell 48	Cell 49	Cell 50	Cell 51	Cell 52	Cell 53	Cell 54	Cell 55	Cell 56	Cell 57	Cell 58	Cell 59	Cell 60	Cell 61	Cell 62	Cell 63	Cell 64	Cell 65	Cell 66	Cell 67	Cell 68	Cell 69	Cell 70	Cell 71	Cell 72	Cell 73	Cell 74	Cell 75	Cell 76	Cell 77	Cell 78	Cell 79	Cell 80	Cell 81
Tmpo	2.8152	2.4616	3.1557	2.391	3.504	3.5412	1.9837	1.9962	1.4915	2.9018	2.7054	2.0897	2.6692	2.7422	2.8836	3.0536	3.4768	2.0869	2.3913	3.4529	2.6533	2.5728	1.0964	2.9539	2.9202	2.4458	2.9747	2.9973	3.0601	1.7126	2.0388	2.5801	2.3189	1.7121	2.0422	2.6898	3.202	3.3337	2.7303	2.6982	2.479	2.1996	2.3199	1.8802	2.7929	1.7571	3.1672	2.7169	2.7366	2.8114	1.4976	2.7816	2.4342	2.6662	2.8404	1.7033	2.6577	2.9862	2.3778	2.7932	2.9519	2.3919	2.1213	3.4475	3.3439	0.89012	2.5014	3.2145	3.6229	2.2853	1.6882	2.936	2.5819	1.1421	0.78664	2.5404	2.0616	3.7664	3.6654	2.5642	2.8335
Psen1	2.3964	2.7311	2.6337	0.98984	2.5252	1.364	1.871	1.8087	2.9238	1.4993	2.8871	1.7612	0.45289	2.7845	2.3534	3.2738	2.7989	2.4059	3.1773	0.80114	2.9114	2.5188	2.5611	2.5775	0.87104	2.6342	0.47054	2.8093	2.224	4.0689	2.1066	1.085	2.133	1.7294	3.3991	3.6415	3.4371	0.36753	2.89	1.7233	3.0018	2.4622	0.52861	3.6163	0.60129	0.90693	1.7834	1.2873	0.5269	1.8878	3.2654	1.6018	2.8375	2.0452	1.7453	1.6266	0.069009	0.76718	2.6464	3.2977	2.13	1.0579	3.5382	0.34131	3.3972	0.66538	1.7225	2.4688	2.4157	3.0997	0.8107	2.2226	0.68075	3.0669	3.2886	2.7029	1.661	0.97446	2.3963	2.674	2.3849
Ikbip	0.018367	0.39642	2.7823	2.8394	2.9433	0.35545	0.62831	-0.22996	0.91666	0.6599	2.2089	0.90958	2.8736	2.7553	2.2432	-0.063781	0.55012	0.4705	-0.096509	0.47377	0.27589	2.3803	0.020152	-0.14866	3.4278	0.4449	2.1997	-0.26205	0.055385	0.24701	2.4615	0.44262	1.3276	1.7502	1.8907	0.045967	2.4933	0.25897	1.9743	2.8292	3.0437	1.3999	0.79449	2.3758	0.42955	2.3385	0.12796	-0.18796	3.3514	1.4949	2.5616	0.69529	0.94737	1.3329	2.7235	1.3931	0.83129	1.2666	2.0815	0.45949	3.065	2.8052	2.7912	3.714	0.35291	0.74251	2.9301	0.49928	0.26171	0.40077	1.6619	0.65966	1.6278	0.047967	0.3582	-0.057427	0.53672	0.25266	0.25829	3.1552	0.12443
Hbs1l	2.8796	0.91864	0.38984	3.6293	3.1709	1.3319	1.9255	2.6196	3.7254	0.42332	3.1996	1.835	0.98073	3.2475	-0.94836	1.8268	2.1608	2.0578	1.3647	2.4483	0.89627	1.3192	3.0904	2.8644	1.7384	2.4298	1.803	2.2189	3.7881	1.4437	2.0783	2.648	1.6054	1.4694	3.2304	2.6753	1.8998	2.4712	2.1601	1.7399	2.6886	2.1444	2.2652	1.2605	0.99222	2.7036	1.762	2.0249	1.8793	2.8756	2.7064	2.1299	2.2845	1.2544	2.4957	2.1174	0.56284	1.8476	3.1696	2.9843	2.1065	1.7027	2.6202	1.7269	2.4069	2.3124	2.438	1.1213	0.6121	4.0242	3.0869	1.6802	2.3828	2.4623	0.59789	1.1764	2.0301	1.6424	2.1805	0.52709	1.8512
Epb4.1l2	2.2689	0.67964	1.5164	1.2142	2.943	0.85304	1.09	2.1078	1.3554	0.10121	1.9748	2.3072	1.8272	0.24985	3.1696	2.2516	0.86325	1.3444	2.6514	2.4998	1.1878	2.2869	1.8515	2.1894	3.6221	2.0485	3.4894	2.5532	1.6856	1.5424	1.2189	2.2728	0.27884	0.21575	2.9632	2.5034	2.7717	2.6354	2.7048	1.6624	2.0019	1.4614	1.6672	0.37184	0.11973	0.4393	2.0227	2.0992	0.37178	0.51464	1.7544	2.8604	0.31843	0.020256	-0.20223	1.1331	-0.093455	0.25789	-0.17612	2.6675	-0.52045	0.54798	2.7937	2.9718	1.0578	0.69576	1.4712	0.41677	1.4767	1.139	1.8509	0.55739	2.4694	1.2791	1.6128	0.38074	1.0391	0.60907	3.3824	2.6883	0.46024
Apaf1	2.0465	1.473	1.6002	3.8373	3.1005	2.431	0.80155	2.5699	1.7573	2.4107	3.5711	1.2994	1.8468	2.7843	2.4217	1.7594	3.2278	2.3344	2.1898	1.5625	2.7626	2.3767	3.7229	2.3997	1.6028	1.4423	2.2603	2.2288	1.8411	1.4448	-0.69107	0.57114	0.91944	1.573	0.65116	1.0406	0.76389	0.2069	0.94334	2.758	2.7474	1.4855	1.8742	0.83837	1.6048	3.3034	2.2188	0.83299	2.9949	2.5657	2.5412	2.1247	0.79424	2.4149	2.4767	1.2794	2.4659	1.9484	2.722	2.7817	1.7098	0.9534	2.4187	3.3629	0.91766	2.4594	0.41521	2.5635	0.16643	1.3815	1.6262	2.3893	0.011313	2.3385	2.0437	0.23047	1.2177	0.91003	0.42935	1.1769	0.9768
Med23	1.4514	2.5353	1.9042	2.7551	1.2769	0.87338	0.99372	2.5238	0.63647	3.0388	2.9405	1.1303	0.25587	2.1674	1.857	1.1454	2.9961	2.0605	2.0204	1.0257	0.63179	2.1419	3.9556	0.89151	1.0969	0.50162	2.918	1.0897	0.12717	2.5511	2.4298	1.4243	1.6995	1.243	0.57597	0.10684	1.696	0.80381	1.2081	0.60872	1.8772	3.1203	2.4044	1.6861	0.83316	0.86551	2.9297	0.88203	-0.73356	1.7953	1.1938	0.9052	1.4638	2.3621	2.6704	2.4277	1.6478	1.5957	-0.1611	2.2609	3.0846	1.4425	0.85582	1.4505	1.1547	2.6589	2.5777	1.0953	2.1022	0.62222	1.796	0.63175	-0.067894	2.5976	0.22947	0.52033	1.0469	0.68242	0.56511	2.8813	0.75666
Ahi1	0.60623	1.0167	1.7761	0.56916	-0.01138	2.8267	1.4337	2.5529	0.2367	2.0676	1.4018	1.3046	2.9947	0.33381	1.3613	3.0684	2.8	1.3114	2.5897	0.51148	1.3614	2.2332	0.078867	-0.45147	3.0576	2.0289	0.013721	-0.0034249	2.0261	0.79155	1.8169	2.9664	0.56057	1.9531	0.23682	2.1473	0.87978	2.4712	1.8696	2.6826	2.8451	2.2344	1.9171	0.98088	-0.37592	2.4464	0.44147	1.7743	2.4625	2.3703	2.0415	1.8295	1.3256	0.029902	2.6344	1.6146	0.095563	2.1736	0.15862	2.4336	2.4654	1.0724	2.4396	0.28437	0.50569	2.989	0.66102	0.45152	0.77769	1.0261	2.6646	0.74091	2.1718	3.3214	0.59387	0.34276	1.3785	0.93876	3.1365	3.0382	0.67538
Nedd1	3.0734	3.5149	1.9164	3.0381	1.5125	2.5611	2.439	2.7981	3.7834	2.4622	3.5902	1.4466	0.90311	3.7859	3.6034	2.9694	1.896	0.58583	3.4757	1.5591	1.1113	3.4505	3.6713	1.5458	2.3028	1.6582	2.4153	2.5096	2.6197	1.9183	3.0201	3.9572	3.1931	-0.5738	3.2071	2.0954	2.0326	0.38249	2.496	0.67512	3.2861	2.3334	2.0539	2.439	2.4304	0.50715	2.3466	2.4143	2.9244	1.9877	3.5365	2.8024	2.6239	1.971	3.2281	1.5358	3.3006	3.4773	3.0392	1.4899	1.696	2.6019	0.5329	2.8326	1.8355	3.1181	2.7879	2.1274	0.34129	0.62853	1.4694	2.3122	2.5202	0.39066	3.8595	2.7224	0.88372	3.1139	0.46489	3.6041	1.3045
Mtfr2	1.4334	0.8685	0.01125	0.54872	1.6505	1.3353	1.379	1.9606	0.23	-0.21607	2.1881	1.0795	0.3644	0.61582	-0.88438	-0.17408	0.18876	-0.87571	-0.27265	0.67933	-0.53139	-0.27014	0.078702	2.6199	0.69674	1.0984	-0.38057	-0.77122	2.1883	1.1887	1.1267	0.60037	0.3599	2.3283	-0.46684	0.41458	2.66	0.11154	0.74342	0.55805	1.5231	0.29935	2.3588	0.88709	2.4576	0.83075	-0.2086	-0.19074	2.6012	2.8654	-0.14609	2.5979	0.41014	0.031761	2.463	2.0907	0.83183	0.87951	-0.21743	0.96261	1.2777	2.3115	-0.0091056	1.0271	2.6654	0.53328	2.1178	0.36829	0.31752	0.87559	2.9846	0.71337	3.1857	0.16247	0.74312	1.716	1.3246	1.9135	0.92973	0.71651	1.6084
Stx7	2.0186	1.0146	-0.28548	0.81501	2.398	1.0168	1.3266	0.28084	3.5207	3.4179	2.621	1.1086	0.63528	2.8606	1.6823	2.4014	1.8034	2.4709	1.3134	0.64395	0.31791	3.0919	1.3637	0.48933	1.9885	2.5914	2.0225	2.9179	0.55939	3.0302	2.5016	0.70063	3.5772	1.3881	1.2355	3.6292	2.0968	0.30953	1.9727	0.79306	1.9331	2.02	0.99368	2.5397	0.51765	0.62073	1.572	0.03136	2.104	3.1907	3.5205	1.551	0.37984	2.5664	1.2241	1.2128	2.9826	3.7011	1.6277	3.3014	1.1787	0.72234	3.3814	3.4537	2.5177	2.0164	-0.082245	0.47187	0.29288	4.1779	2.2235	0.66457	2.0647	1.5902	3.5654	0.17295	1.2385	0.72614	0.74206	2.9892	-0.28089
Ifngr1	0.66999	3.6883	0.39506	2.178	1.1178	1.7588	1.3571	2.906	4.3645	1.4759	2.4652	1.4317	2.3809	3.2756	2.0906	0.39438	2.0218	2.7894	0.63281	3.2691	2.8921	1.0209	3.2891	0.33315	1.2013	2.3708	1.1214	3.4713	0.91227	3.3349	2.7554	1.7675	2.8551	2.0648	3.2566	2.0878	1.5356	1.4408	1.8126	1.4609	3.0438	2.789	1.0594	2.0323	0.984	3.4014	1.2547	3.0917	2.9164	1.3661	2.209	1.1192	1.1027	1.11	3.048	1.2352	2.998	1.7412	2.4923	1.4378	1.3606	0.92938	2.4383	1.2028	1.274	1.9293	1.3704	3.0111	0.66906	2.7511	1.1278	1.1756	0.85352	1.1172	2.1648	0.38929	0.93912	0.92789	2.928	2.8981	0.29454
Gm872	0.25328	-0.0024403	-0.0024403	0.3026	-0.0024403	1.1857	0.035272	0.59005	-0.0024403	0.56275	1.4624	0.24793	0.29594	-0.0024403	-0.0024403	0.52394	0.3105	-0.0024403	-0.0024403	0.31347	0.45587	0.58029	0.64935	-0.0024403	-0.0024403	-0.0024403	-0.0024403	-0.0024403	0.38868	-0.0024403	3.5227	0.24682	-0.0024403	-0.0024403	0.38489	0.41687	0.36194	0.52801	-0.0024403	0.22612	-0.0024403	0.93333	0.82238	0.26954	0.55172	2.6298	0.33892	0.3549	0.64981	0.59359	-0.0024403	0.3755	2.968	0.26998	2.5295	0.059129	1.6238	-0.0024403	-0.0024403	-0.0024403	-0.0024403	0.066543	0.35318	-0.0024403	0.45636	0.27784	0.7922	0.34743	0.37073	0.20517	-0.0024403	0.12334	-0.0024403	-0.0024403	-0.0024403	-0.0024403	-0.0024403	-0.0024403	-0.0024403	-0.0024403	-0.0024403
Cdk17	0.028233	1.7921	-0.1579	3.5475	2.1709	1.4632	0.96416	0.3842	0.10668	0.91906	1.6969	1.148	3.1999	1.8513	2.169	2.1434	2.4608	2.5682	0.69026	2.374	1.9021	1.0778	2.0109	2.7619	1.1633	1.441	1.9023	1.9024	0.96534	1.677	2.0786	1.3834	2.328	2.2169	1.6455	1.3106	1.5121	2.7001	0.86066	3.1172	2.2115	0.53262	1.2473	1.7222	2.4718	1.4605	2.5924	2.5029	2.1809	1.9299	1.2221	1.3251	1.8025	2.4052	2.792	1.8897	1.1391	1.2805	1.3642	3.546	2.7338	1.3442	2.7424	3.0204	3.3642	1.1777	1.2173	2.0584	2.2793	0.54594	3.3516	1.325	2.0925	1.6876	3.2519	1.8852	1.5865	3.0963	2.3957	1.2165	1.4924
Tmcc3	0.41305	-0.0029303	-0.0029303	0.60607	-0.0029303	-0.0029303	-0.0029303	-0.0029303	0.47399	0.44125	0.49432	-0.0029303	0.29545	0.46352	0.61446	0.65463	-0.0029303	0.53107	-0.0029303	0.31298	0.81922	0.37912	0.51827	0.51472	0.13516	1.9777	0.41101	-0.0029303	-0.0029303	0.10356	1.0545	-0.0029303	0.31666	3.3192	0.3844	0.2552	0.21619	0.33827	2.3705	0.22563	-0.0029303	-0.0029303	0.82189	-0.0029303	0.60992	0.19156	0.44325	0.54834	0.64932	1.868	-0.0029303	3.0806	1.0289	0.55631	0.97089	0.08645	1.4805	-0.0029303	-0.0029303	-0.0029303	0.81366	0.17803	0.54613	-0.0029303	0.81986	0.44673	-0.0029303	0.18171	0.44678	0.20468	0.82805	0.12285	0.4588	0.479	-0.0029303	0.50468	-0.0029303	0.12653	-0.0029303	0.35643	0.67537
Ccdc41	0.09735	1.2004	2.0876	1.2397	3.27	2.1152	2.137	2.2703	3.7453	2.8315	1.7761	2.0502	3.5407	3.8179	2.4364	2.6796	0.7509	1.6823	2.0973	3.6569	1.4352	2.9119	1.2078	2.7809	1.205	1.6015	1.1482	1.7652	2.1248	2.269	1.9555	1.9466	0.68324	2.2389	2.119	1.0898	1.9035	2.6492	2.1721	2.6772	2.1669	1.9806	2.5149	2.4055	1.5674	1.8434	1.9453	2.4748	2.1579	2.6194	0.41232	1.8428	3.0955	0.69316	2.3397	2.0413	0.1997	2.6723	2.1875	3.2122	2.0683	2.4509	2.199	1.4526	0.037051	1.9036	2.1179	1.6187	3.179	3.1972	2.431	1.111	1.1911	1.5541	1.2719	2.6381	1.8331	1.6931	1.2335	2.5845	2.4157
Socs2	3.6952	1.2941	0.57334	3.9768	3.4721	1.0623	1.1947	3.6663	3.5123	1.1734	3.2786	1.5799	3.6142	1.1592	3.3906	3.4919	3.4891	2.6906	3.3566	1.0147	0.87032	2.7126	4.1861	0.20422	3.4133	2.6606	3.2065	3.2559	1.2507	2.5454	0.74651	3.029	2.8763	2.1793	3.2309	0.87033	1.9691	2.0663	2.6689	3.2687	2.3553	2.9111	1.7812	1.7134	3.4554	3.0552	0.6487	2.5573	1.8491	2.2517	3.2998	3.2133	3.6264	2.1269	2.3684	1.64	1.8374	2.7173	0.82468	1.0895	3.5056	3.3623	1.8706	3.2732	2.7014	2.4042	1.5438	1.5037	3.9532	0.81436	0.27435	1.0604	2.2844	0.40832	1.4948	2.3816	0.92331	3.5573	4.2972	3.5218	2.6294
Tcp11l2	-0.0049376	-0.0049376	-0.0049376	2.9872	1.6693	-0.0049376	-0.0049376	3.4294	0.69457	0.27131	-0.0049376	-0.0049376	0.69113	1.4896	3.6783	-0.0049376	3.2108	-0.0049376	-0.0049376	-0.0049376	0.45337	0.81894	3.2799	-0.0049376	-0.0049376	0.76631	-0.0049376	2.5216	-0.0049376	0.89821	1.0525	0.40205	0.31465	-0.0049376	0.38239	3.6925	-0.0049376	-0.0049376	-0.0049376	0.22363	3.0298	-0.0049376	-0.0049376	1.0041	0.17539	-0.0049376	-0.0049376	1.5812	-0.0049376	-0.0049376	2.9311	1.3652	-0.0049376	0.26748	3.5945	0.084442	-0.0049376	-0.0049376	-0.0049376	2.5051	2.0059	0.064046	0.35068	2.8407	-0.0049376	1.6321	-0.0049376	-0.0049376	0.15732	-0.0049376	1.1335	-0.0049376	-0.0049376	0.29935	-0.0049376	0.50268	0.09794	-0.0049376	3.2753	2.5525	-0.0049376
Timp3	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	0.33461	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	0.32692	-0.00039079	-0.00039079	-0.00039079	-0.00039079	0.1061	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	0.32821	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	0.38826	-0.00039079	3.3018	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079	0.32332	-0.00039079	-0.00039079	-0.00039079	-0.00039079	-0.00039079
Hsp90b1	3.5474	3.8531	2.873	4.0867	3.558	3.0416	3.4492	3.2553	3.2832	3.2878	3.6611	2.3391	3.5553	2.7284	3.3727	3.5352	3.8095	3.6944	3.6072	4.3535	2.8136	3.6909	3.2903	3.4404	4.1741	3.274	2.946	3.4507	3.0054	2.9268	3.6908	2.8853	3.3354	3.4205	3.4572	3.8704	3.5518	3.8666	3.5481	3.7024	3.1196	3.3044	3.3075	3.7632	3.3164	2.8391	3.6216	3.3311	3.5114	3.6102	3.807	3.2593	3.6481	3.4516	3.0548	2.4732	3.1727	4.2437	3.1207	3.3304	3.81	3.2843	3.6658	3.5837	3.8794	3.8452	3.1749	3.8069	3.5772	4.006	3.4446	3.5362	3.348	3.4187	3.6686	3.5169	2.7079	3.4731	3.9838	3.7383	3.4801
Ccdc53	2.8675	2.7377	2.9338	3.1202	3.1187	1.4089	3.5721	1.9391	3.9198	1.8388	1.8733	1.8875	2.9876	3.6047	2.5802	3.0208	3.1208	2.6193	2.7095	0.96927	2.7347	2.2505	2.8489	1.9407	2.7427	2.1604	2.997	2.2034	2.859	1.3286	2.595	1.9359	2.9909	1.5102	2.2811	3.8212	2.2018	3.1716	0.21343	1.2286	1.7705	2.4032	2.0615	1.0395	2.7452	2.0499	0.84988	2.5008	1.839	2.4385	2.4456	2.8302	3.2202	2.0077	2.2443	1.4992	2.7779	0.52292	3.1425	3.4243	2.1389	2.9292	2.892	0.30573	2.5731	3.89	1.8559	1.0334	3.3743	0.98782	2.0916	1.4767	2.2647	3.2704	2.4879	1.8599	2.0318	1.6215	1.031	3.6171	2.4478
Hnrnph3	2.0927	0.85569	2.6253	0.84404	2.28	1.5922	1.4585	0.96878	3.059	2.7103	3.4686	3.3413	0.65485	2.1327	-0.8802	1.5627	1.2067	1.6644	1.2571	1.6288	-0.53063	2.063	3.4132	1.0298	0.82369	2.1745	1.3137	2.8096	0.84726	2.1849	2.0237	0.99714	2.8222	1.4721	0.26031	0.40866	1.1448	3.3891	3.0702	0.3219	1.4794	1.8343	1.2762	0.54379	1.973	1.5246	0.2352	0.39274	2.131	0.84218	2.8626	2.546	2.1265	1.8514	2.3514	1.3419	0.79505	0.75321	0.61374	2.9482	2.0068	0.75922	2.6013	1.596	2.5771	2.2049	2.2841	2.4089	2.7453	1.6578	2.1374	0.82784	2.4303	1.0676	0.31998	-0.15784	1.5634	1.257	3.6476	1.2338	1.5187
Ccar1	3.2279	3.9062	2.6644	3.2635	2.5221	2.1393	2.0662	3.5369	2.711	3.436	3.4653	3.888	1.8812	3.265	3.0875	2.6575	3.4146	2.8027	2.735	2.8397	3.3163	2.9704	3.8255	3.1261	3.7376	3.019	3.0125	3.1191	2.6597	2.7717	2.8127	2.9146	3.7494	3.3372	3.2714	3.8301	3.0351	2.3566	3.2818	3.6379	3.2687	3.4564	2.6627	2.7602	2.3878	3.3482	2.6067	2.8468	2.8655	2.5331	3.2705	3.2652	3.6753	3.1538	2.3185	2.4983	2.6896	2.3546	3.4928	3.2915	2.8946	1.509	3.2522	3.5149	3.4017	3.0513	2.9582	2.8405	1.7106	3.4481	2.5105	3.0155	2.8681	4.108	3.1377	3.1189	2.9439	2.4491	3.4336	3.2432	2.9185
Ddx21	2.4239	1.4305	3.1274	1.1667	1.8946	2.2645	2.0411	2.7293	2.6511	-0.0055827	2.2792	3.0004	3.7057	4.2818	1.7816	3.4173	3.4467	2.3915	2.6517	2.6894	3.119	2.5321	2.3816	3.0617	2.1705	2.8824	2.5554	2.4478	1.8602	3.2019	2.1502	3.0762	2.8693	2.8739	3.2247	3.1113	1.9584	3.66	2.8317	1.64	2.864	3.1669	2.5009	3.1233	2.2615	2.4636	3.4336	3.0408	2.3589	2.9487	2.7604	1.9042	3.1258	3.007	1.9814	2.3886	2.0332	1.8049	2.9717	2.0546	3.5591	3.3377	3.1208	2.5886	1.3144	2.6394	2.5492	3.2295	3.8103	1.304	3.0025	3.0892	2.7107	3.8561	2.8689	3.223	3.0028	2.1517	3.9123	1.9997	2.7146
Ddx50	0.75781	2.5012	2.2412	1.9833	0.62	1.3148	1.5209	3.0175	3.3474	1.3358	2.7087	1.4741	2.3679	3.1304	1.1142	2.5534	1.9604	0.76177	2.4072	2.1508	2.1316	2.7561	2.7162	1.087	2.0738	3.0965	2.5037	2.5832	1.4914	1.3334	2.9576	2.0807	1.3241	1.56	2.7759	3.7417	2.5644	1.3149	2.7039	3.217	2.7976	2.8874	1.8436	3.2571	1.4426	2.7246	0.96033	2.1483	2.6532	2.0616	3.4941	1.7308	1.1727	3.0486	1.5133	2.7643	1.0955	2.7635	3.037	1.9845	1.4882	1.5416	3.6195	3.3152	2.5949	2.6731	2.5501	1.177	2.7579	0.97622	1.8152	3.1538	2.1748	2.2948	3.5132	2.1413	1.6261	1.2614	2.6705	3.3718	2.2127
Srgn	4.0431	4.8463	3.5303	4.825	3.9937	2.5172	3.3513	3.2638	4.6069	3.7994	4.528	2.1194	3.4398	4.5828	3.948	3.866	4.4925	3.6733	4.1647	3.8672	3.352	3.7098	4.279	4.1092	3.775	3.653	3.966	4.1422	3.0029	4.3601	3.9707	3.828	4.1254	3.5903	4.0788	4.4835	3.6103	4.4146	3.5466	4.3139	4.1061	3.6254	3.9388	3.6396	3.5479	3.3544	3.8834	3.5746	3.8325	3.6476	4.0085	3.2274	4.1612	4.0925	3.4442	3.3362	3.6746	4.3555	4.117	4.2439	3.9943	3.7768	4.4231	4.5218	4.4316	4.4879	3.3625	2.1952	4.3842	4.5574	3.1006	3.6456	3.1757	4.3589	4.4521	3.9289	2.7378	3.3055	4.1836	4.9259	3.9183
Vps26a	2.5481	1.1814	1.1475	1.3552	-0.011106	1.5793	1.9873	0.35145	2.2172	1.3612	2.1873	1.8771	1.6079	2.1107	2.4754	-0.23736	0.74981	2.0207	0.46377	1.2961	2.566	0.013982	2.751	2.7896	0.94763	2.4829	1.0813	-1.0499	0.48895	1.0363	1.8927	1.0657	1.3351	1.9308	2.7346	0.47055	0.86557	1.4127	-1.0335	0.44789	1.7389	0.1242	1.1877	0.37907	2.7428	0.62499	-0.081131	-0.74628	1.8832	1.7056	3.1311	2.5515	2.9395	1.9838	0.94391	1.9284	0.062573	2.4084	3.1599	3.2837	0.90747	1.0826	0.34276	0.98642	3.1431	0.72521	1.975	2.6266	0.4316	1.5388	0.35066	0.97026	2.5682	0.22062	0.44525	2.3816	1.802	1.1889	1.0826	0.68111	1.3952
Supv3l1	2.0537	1.3604	0.91657	1.412	0.9611	1.1619	1.1325	3.557	2.3849	1.0786	0.89454	0.63793	0.51096	0.65447	1.3775	-0.1077	1.8626	0.3935	0.58728	0.96667	-0.32022	2.7979	0.87645	3.0022	1.0131	2.4803	1.5426	2.7223	0.94278	0.77403	0.76751	3.228	1.0557	0.60196	0.70461	3.6256	0.8933	2.2041	0.85732	0.96074	1.5158	0.98352	0.29609	0.98716	0.53598	0.51282	0.074966	0.027192	1.0946	0.23332	2.3291	1.9053	0.95313	0.57397	1.6224	0.88296	0.83979	0.68497	0.78431	0.98574	2.4127	1.1537	1.9639	0.77154	0.74843	1.1813	2.405	1.2107	1.1705	1.015	2.6341	0.84891	1.5073	0.9452	0.81532	1.4145	0.7837	1.4325	1.3026	1.1672	0.83931
Sar1a	0.98821	2.7225	2.5442	2.3729	1.9171	2.2605	3.8343	2.7517	0.24344	2.8712	1.4128	2.0246	2.7472	3.4991	2.6295	2.7814	2.1591	2.3682	2.4899	1.0994	2.0924	3.3871	4.0389	2.807	3.1293	2.7503	2.989	1.3733	1.2743	3.1933	2.4917	2.5479	2.0466	2.7668	3.1873	2.1855	3.6342	2.2944	2.5575	3.1623	3.0871	3.4196	2.6331	2.2215	2.3869	1.6242	2.7625	1.8752	2.2622	2.1362	3.3991	2.6315	2.9781	2.2666	2.2986	2.1022	3.3112	3.4392	2.2141	2.9701	2.9716	2.2901	3.5043	3.4493	2.7276	3.5136	2.9726	2.7563	3.5918	1.5302	3.0512	1.8853	3.0599	2.8725	2.566	2.8741	2.4892	1.9091	2.8526	4.3319	3.0954
Ppa1	2.3709	3.3582	2.9727	1.304	2.4183	3.9331	2.0896	0.60121	2.7464	0.82712	2.2015	1.9318	1.9579	0.48056	2.4124	2.313	2.9191	2.4489	2.1373	1.8987	2.8196	2.225	1.7114	3.2259	4.1182	2.5404	3.2669	2.8814	2.2943	1.3348	2.3482	2.1409	2.1909	2.7404	2.4374	2.5207	2.2226	3.5023	2.5192	4.1386	2.9003	2.2212	2.7794	2.8651	2.3505	1.2959	2.7433	2.7283	2.6052	2.6969	3.4786	2.8832	2.0749	3.0227	1.6869	2.6987	3.041	1.9318	2.2415	3.0758	3.3127	2.6034	3.2551	3.376	2.9831	1.3692	2.3169	2.463	4.0064	4.3724	2.5465	4.1685	3.2139	3.3252	3.2076	3.4253	2.178	1.2979	1.5826	2.8512	2.5712
Sgpl1	0.67045	0.86781	0.10094	0.67515	3.2458	1.6383	1.4272	0.5853	2.304	1.1653	0.39568	1.4006	1.1449	1.4347	3.5965	2.8262	1.1901	1.5917	1.02	1.9855	0.7225	3.1319	1.3692	0.53102	0.47126	0.82287	2.8383	0.8229	2.2455	0.70785	2.2011	1.2651	0.66146	1.9621	2.9945	1.7444	1.9391	0.86436	0.651	3.7144	2.9455	1.0446	1.3195	0.74432	2.7782	0.54019	0.05584	2.3732	-0.6992	3.2676	-0.10465	2.36	0.27542	2.1853	2.129	0.94317	2.6414	1.4441	0.57546	0.37261	2.7166	0.60301	2.6727	0.93498	0.46722	0.35957	-0.10433	2.6051	0.3744	0.59346	1.0993	3.1091	0.24483	0.71407	3.6914	0.77474	1.4666	0.65689	0.77515	4.0881	-0.46194
Slc29a3	0.045335	1.0088	-0.19555	3.7435	-0.0072417	0.70316	0.86696	2.0007	0.99313	-0.14218	0.62991	0.87905	0.23394	0.20719	0.79024	3.3722	0.12013	-0.035615	1.2108	0.50345	1.5412	1.1727	0.048818	-0.28062	1.591	1.4167	-0.24878	2.1088	0.35551	0.49152	2.944	0.529	0.65139	0.19662	1.7176	2.453	2.4036	3.294	2.6581	0.21132	1.0261	2.2235	-0.57366	0.17855	-0.23369	0.20304	2.0037	-0.35732	1.2744	0.44638	1.2069	-0.39339	1.6583	3.5824	3.0823	0.83841	1.0511	0.36549	0.69039	3.5254	-0.4262	0.58087	1.8794	0.17647	1.5675	0.34337	-0.077811	0.23646	0.9826	0.68119	0.014733	0.83047	-0.32028	0.1031	0.21006	-0.10258	0.85614	0.50255	1.45	2.3315	2.5883
